OrderID,CustomerID,ProductID,Quantity,OrderDate,Price,SalesAmount,Month,YearMonth
6395,1890,117,2,2024-04-04,68169,136338,April,2024-04
6396,1237,102,1,2025-04-11,1060,1060,April,2025-04
6397,1693,119,2,2024-05-19,53907,107814,May,2024-05
6398,1311,119,3,2025-07-20,53907,161721,July,2025-07
6399,1549,107,2,2023-11-21,44331,88662,November,2023-11
6400,1056,120,1,2024-08-01,28893,28893,August,2024-08
6401,1443,109,1,2025-01-30,16223,16223,January,2025-01
6402,1237,117,3,2025-04-30,68169,204507,April,2025-04
6403,1870,127,1,2025-08-17,35973,35973,August,2025-08
6404,1861,102,3,2024-05-16,1060,3180,May,2024-05
6405,1197,136,3,2023-11-30,10827,32481,November,2023-11
6406,1585,119,1,2023-10-11,53907,53907,October,2023-10
6407,1571,117,5,2024-04-19,68169,340845,April,2024-04
6408,1752,105,3,2025-12-13,6465,19395,December,2025-12
6409,1514,118,1,2024-09-23,5511,5511,September,2024-09
6410,1449,107,5,2024-12-03,44331,221655,December,2024-12
6411,1360,117,3,2024-02-13,68169,204507,February,2024-02
6412,1700,136,5,2025-09-08,10827,54135,September,2025-09
6413,1819,104,4,2024-07-12,55086,220344,July,2024-07
6414,1030,125,4,2023-08-10,59350,237400,August,2023-08
6415,1779,105,5,2023-06-07,6465,32325,June,2023-06
6416,1988,130,3,2023-12-14,67003,201009,December,2023-12
6417,1108,112,1,2025-06-07,65020,65020,June,2025-06
6418,1844,104,2,2025-07-10,55086,110172,July,2025-07
6419,1935,124,1,2024-10-23,2947,2947,October,2024-10
6420,1602,129,2,2024-02-09,57086,114172,February,2024-02
6421,1717,109,2,2024-11-07,16223,32446,November,2024-11
6422,1891,104,3,2024-08-11,55086,165258,August,2024-08
6423,1968,124,5,2024-07-11,2947,14735,July,2024-07
6424,1959,114,1,2025-06-23,59935,59935,June,2025-06
6425,1960,105,5,2025-12-06,6465,32325,December,2025-12
6426,1445,118,4,2024-04-23,5511,22044,April,2024-04
6427,1893,119,3,2024-05-01,53907,161721,May,2024-05
6428,1438,112,3,2024-07-19,65020,195060,July,2024-07
6429,1732,118,4,2024-06-07,5511,22044,June,2024-06
6430,1890,117,1,2024-12-04,68169,68169,December,2024-12
6431,1606,130,4,2025-10-26,67003,268012,October,2025-10
6432,1457,124,1,2025-03-31,2947,2947,March,2025-03
6433,1615,111,2,2025-05-07,67421,134842,May,2025-05
6434,1735,135,3,2024-08-07,41806,125418,August,2024-08
6435,1698,123,1,2024-11-16,18631,18631,November,2024-11
6436,1981,117,5,2023-08-20,68169,340845,August,2023-08
6437,1696,101,5,2023-09-27,15995,79975,September,2023-09
6438,1495,115,3,2025-07-28,63155,189465,July,2025-07
6439,1674,132,4,2025-05-23,11594,46376,May,2025-05
6440,1247,109,4,2023-02-21,16223,64892,February,2023-02
6441,1543,115,1,2023-04-26,63155,63155,April,2023-04
6442,1564,128,4,2024-06-21,67635,270540,June,2024-06
6443,1857,124,3,2024-06-24,2947,8841,June,2024-06
6444,1588,135,1,2025-11-08,41806,41806,November,2025-11
6445,1897,122,2,2025-03-25,25858,51716,March,2025-03
6446,1439,127,4,2025-03-01,35973,143892,March,2025-03
6447,1278,119,4,2024-09-09,53907,215628,September,2024-09
6448,1552,112,1,2024-02-23,65020,65020,February,2024-02
6449,1613,120,5,2023-11-05,28893,144465,November,2023-11
6450,1111,101,4,2025-05-13,15995,63980,May,2025-05
6451,1385,121,3,2023-07-05,72132,216396,July,2023-07
6452,1833,101,4,2023-09-18,15995,63980,September,2023-09
6453,1761,110,2,2023-06-09,41290,82580,June,2023-06
6454,1191,132,4,2025-05-19,11594,46376,May,2025-05
6455,1490,122,5,2025-01-31,25858,129290,January,2025-01
6456,1694,118,4,2023-08-12,5511,22044,August,2023-08
6457,1426,132,1,2023-06-29,11594,11594,June,2023-06
6458,1405,127,4,2023-01-20,35973,143892,January,2023-01
6459,1335,128,5,2024-09-23,67635,338175,September,2024-09
6460,1209,118,1,2023-02-27,5511,5511,February,2023-02
6461,1022,129,3,2024-12-23,57086,171258,December,2024-12
6462,1678,118,1,2024-09-06,5511,5511,September,2024-09
6463,1611,108,2,2024-07-15,60463,120926,July,2024-07
6464,1208,131,1,2024-01-09,31751,31751,January,2024-01
6465,1008,134,3,2024-09-13,4090,12270,September,2024-09
6466,1702,107,4,2023-03-29,44331,177324,March,2023-03
6467,1687,136,1,2025-11-09,10827,10827,November,2025-11
6468,1785,118,1,2025-10-10,5511,5511,October,2025-10
6469,1529,109,1,2023-01-14,16223,16223,January,2023-01
6470,1602,109,1,2023-05-13,16223,16223,May,2023-05
6471,1653,108,3,2025-11-23,60463,181389,November,2025-11
6472,1657,135,5,2025-06-10,41806,209030,June,2025-06
6473,1166,118,5,2024-08-14,5511,27555,August,2024-08
6474,1849,105,1,2024-08-05,6465,6465,August,2024-08
6475,1496,114,3,2023-10-16,59935,179805,October,2023-10
6476,1590,128,3,2025-10-09,67635,202905,October,2025-10
6477,1429,130,1,2025-05-28,67003,67003,May,2025-05
6478,1774,104,2,2023-01-07,55086,110172,January,2023-01
6479,1163,120,1,2023-08-28,28893,28893,August,2023-08
6480,1366,125,2,2024-06-19,59350,118700,June,2024-06
6481,1526,128,1,2023-03-11,67635,67635,March,2023-03
6482,1239,112,2,2023-08-04,65020,130040,August,2023-08
6483,1072,102,2,2025-12-13,1060,2120,December,2025-12
6484,1445,114,1,2025-03-16,59935,59935,March,2025-03
6485,1655,122,2,2023-11-26,25858,51716,November,2023-11
6486,1822,131,4,2025-04-27,31751,127004,April,2025-04
6487,1509,123,5,2023-02-14,18631,93155,February,2023-02
6488,1795,120,3,2025-04-08,28893,86679,April,2025-04
6489,1269,104,2,2023-07-17,55086,110172,July,2023-07
6490,1753,115,2,2025-06-14,63155,126310,June,2025-06
6491,1415,124,3,2023-11-28,2947,8841,November,2023-11
6492,1245,125,2,2024-11-26,59350,118700,November,2024-11
6493,1675,101,3,2023-01-27,15995,47985,January,2023-01
6494,1060,107,1,2023-11-14,44331,44331,November,2023-11
6495,1006,131,4,2023-12-31,31751,127004,December,2023-12
6496,1709,112,4,2025-08-17,65020,260080,August,2025-08
6497,1982,105,5,2024-01-08,6465,32325,January,2024-01
6498,1570,112,2,2023-09-02,65020,130040,September,2023-09
6499,1817,118,5,2024-04-22,5511,27555,April,2024-04
6500,1407,102,1,2023-05-05,1060,1060,May,2023-05
6501,1217,110,4,2024-06-20,41290,165160,June,2024-06
6502,1930,115,1,2024-12-06,63155,63155,December,2024-12
6503,1026,130,1,2024-06-14,67003,67003,June,2024-06
6504,1815,117,2,2025-02-24,68169,136338,February,2025-02
6505,1005,104,1,2023-09-11,55086,55086,September,2023-09
6506,1986,107,4,2023-05-01,44331,177324,May,2023-05
6507,1532,131,5,2025-11-21,31751,158755,November,2025-11
6508,1390,134,4,2024-10-22,4090,16360,October,2024-10
6509,1710,106,2,2025-11-26,37394,74788,November,2025-11
6510,1571,134,4,2025-11-02,4090,16360,November,2025-11
6511,1448,115,3,2023-03-29,63155,189465,March,2023-03
6512,1754,114,5,2023-02-15,59935,299675,February,2023-02
6513,1146,106,3,2025-07-21,37394,112182,July,2025-07
6514,1388,132,3,2025-01-14,11594,34782,January,2025-01
6515,1785,103,2,2025-08-24,77020,154040,August,2025-08
6516,1249,103,1,2025-02-01,77020,77020,February,2025-02
6517,1526,122,3,2025-01-31,25858,77574,January,2025-01
6518,1462,122,4,2025-03-04,25858,103432,March,2025-03
6519,1013,110,1,2025-01-13,41290,41290,January,2025-01
6520,1903,103,4,2025-12-05,77020,308080,December,2025-12
6521,1384,112,4,2024-07-11,65020,260080,July,2024-07
6522,1556,129,1,2024-06-09,57086,57086,June,2024-06
6523,1887,117,1,2024-08-19,68169,68169,August,2024-08
6524,1399,107,4,2025-04-19,44331,177324,April,2025-04
6525,1019,113,2,2023-01-03,969,1938,January,2023-01
6526,1575,102,5,2025-11-17,1060,5300,November,2025-11
6527,1491,104,5,2023-06-06,55086,275430,June,2023-06
6528,1751,110,2,2025-05-04,41290,82580,May,2025-05
6529,1419,124,1,2024-05-25,2947,2947,May,2024-05
6530,1337,117,4,2024-11-17,68169,272676,November,2024-11
6531,1419,106,5,2024-07-24,37394,186970,July,2024-07
6532,1915,119,4,2024-12-15,53907,215628,December,2024-12
6533,1916,105,2,2023-08-27,6465,12930,August,2023-08
6534,1612,132,4,2023-10-30,11594,46376,October,2023-10
6535,1675,110,2,2024-08-29,41290,82580,August,2024-08
6536,1928,109,1,2025-09-17,16223,16223,September,2025-09
6537,1122,127,2,2023-11-30,35973,71946,November,2023-11
6538,1432,113,2,2023-04-23,969,1938,April,2023-04
6539,1044,119,5,2023-12-28,53907,269535,December,2023-12
6540,1872,121,4,2025-03-11,72132,288528,March,2025-03
6541,1920,124,5,2023-04-07,2947,14735,April,2023-04
6542,1317,104,3,2023-01-16,55086,165258,January,2023-01
6543,1381,124,2,2024-07-09,2947,5894,July,2024-07
6544,1145,135,3,2024-01-11,41806,125418,January,2024-01
6545,1327,103,5,2025-01-11,77020,385100,January,2025-01
6546,1363,104,4,2024-01-25,55086,220344,January,2024-01
6547,1050,135,5,2024-09-11,41806,209030,September,2024-09
6548,1065,131,4,2025-04-03,31751,127004,April,2025-04
6549,1355,125,4,2023-11-16,59350,237400,November,2023-11
6550,1800,113,1,2023-07-15,969,969,July,2023-07
6551,1164,104,2,2024-02-22,55086,110172,February,2024-02
6552,1141,114,5,2024-08-29,59935,299675,August,2024-08
6553,1966,113,4,2024-07-21,969,3876,July,2024-07
6554,1826,127,5,2024-06-27,35973,179865,June,2024-06
6555,1128,106,5,2023-08-19,37394,186970,August,2023-08
6556,1398,117,4,2025-06-02,68169,272676,June,2025-06
6557,1933,136,3,2024-06-04,10827,32481,June,2024-06
6558,1880,135,2,2024-12-03,41806,83612,December,2024-12
6559,1463,117,2,2025-04-25,68169,136338,April,2025-04
6560,1751,102,1,2024-11-03,1060,1060,November,2024-11
6561,1836,113,1,2023-01-21,969,969,January,2023-01
6562,1808,102,1,2024-08-10,1060,1060,August,2024-08
6563,1187,128,2,2025-06-16,67635,135270,June,2025-06
6564,1720,126,3,2024-01-06,65925,197775,January,2024-01
6565,1732,122,2,2023-03-19,25858,51716,March,2023-03
6566,1912,103,2,2024-10-09,77020,154040,October,2024-10
6567,1190,135,2,2023-05-20,41806,83612,May,2023-05
6568,1388,112,2,2024-07-06,65020,130040,July,2024-07
6569,1429,124,3,2025-09-24,2947,8841,September,2025-09
6570,1858,105,1,2023-10-09,6465,6465,October,2023-10
6571,1284,120,5,2024-03-15,28893,144465,March,2024-03
6572,1864,113,1,2023-09-27,969,969,September,2023-09
6573,1237,112,1,2025-01-15,65020,65020,January,2025-01
6574,1194,113,5,2023-04-14,969,4845,April,2023-04
6575,1287,110,2,2025-02-04,41290,82580,February,2025-02
6576,1771,133,3,2023-04-05,69292,207876,April,2023-04
6577,1758,116,3,2024-12-29,65125,195375,December,2024-12
6578,1136,135,1,2024-04-24,41806,41806,April,2024-04
6579,1792,103,5,2025-02-18,77020,385100,February,2025-02
6580,1783,105,4,2023-01-13,6465,25860,January,2023-01
6581,1171,126,2,2024-08-23,65925,131850,August,2024-08
6582,1159,111,1,2023-04-05,67421,67421,April,2023-04
6583,1201,107,3,2023-10-20,44331,132993,October,2023-10
6584,1487,110,5,2023-01-25,41290,206450,January,2023-01
6585,1557,134,5,2025-07-27,4090,20450,July,2025-07
6586,1962,103,1,2025-01-31,77020,77020,January,2025-01
6587,1776,108,4,2024-10-15,60463,241852,October,2024-10
6588,1583,131,3,2025-09-11,31751,95253,September,2025-09
6589,1504,111,1,2024-09-29,67421,67421,September,2024-09
6590,1876,107,4,2024-05-05,44331,177324,May,2024-05
6591,1371,102,5,2024-07-28,1060,5300,July,2024-07
6592,1103,106,2,2023-10-21,37394,74788,October,2023-10
6593,1125,132,3,2025-06-14,11594,34782,June,2025-06
6594,1313,120,3,2023-02-09,28893,86679,February,2023-02
6595,1976,134,4,2025-02-14,4090,16360,February,2025-02
6596,1995,116,1,2024-06-03,65125,65125,June,2024-06
6597,1798,125,5,2024-06-29,59350,296750,June,2024-06
6598,1458,112,4,2023-08-24,65020,260080,August,2023-08
6599,1230,107,2,2024-04-07,44331,88662,April,2024-04
6600,1658,117,2,2024-04-27,68169,136338,April,2024-04
6601,1882,111,2,2024-03-05,67421,134842,March,2024-03
6602,1197,106,4,2025-11-11,37394,149576,November,2025-11
6603,1885,123,5,2023-12-09,18631,93155,December,2023-12
6604,1733,127,3,2025-11-29,35973,107919,November,2025-11
6605,1423,106,1,2023-05-13,37394,37394,May,2023-05
6606,1572,102,3,2023-12-17,1060,3180,December,2023-12
6607,1610,122,5,2024-05-20,25858,129290,May,2024-05
6608,1171,120,3,2023-03-25,28893,86679,March,2023-03
6609,1382,125,4,2025-09-19,59350,237400,September,2025-09
6610,1173,115,2,2025-04-09,63155,126310,April,2025-04
6611,1663,129,5,2025-05-10,57086,285430,May,2025-05
6612,1453,108,5,2023-12-09,60463,302315,December,2023-12
6613,1350,133,3,2025-05-15,69292,207876,May,2025-05
6614,1902,122,4,2023-10-20,25858,103432,October,2023-10
6615,1952,105,3,2024-08-20,6465,19395,August,2024-08
6616,1634,118,3,2024-10-06,5511,16533,October,2024-10
6617,1494,130,5,2024-03-23,67003,335015,March,2024-03
6618,1620,131,3,2024-11-20,31751,95253,November,2024-11
6619,1004,110,2,2025-09-28,41290,82580,September,2025-09
6620,1093,115,3,2025-05-04,63155,189465,May,2025-05
6621,1919,118,2,2024-05-16,5511,11022,May,2024-05
6622,1006,123,5,2025-02-02,18631,93155,February,2025-02
6623,1288,133,4,2025-01-04,69292,277168,January,2025-01
6624,1618,116,2,2023-09-07,65125,130250,September,2023-09
6625,1146,135,4,2024-08-23,41806,167224,August,2024-08
6626,1783,134,4,2023-05-05,4090,16360,May,2023-05
6627,1424,128,2,2023-04-23,67635,135270,April,2023-04
6628,1890,102,5,2025-09-07,1060,5300,September,2025-09
6629,1608,130,1,2023-05-30,67003,67003,May,2023-05
6630,1457,113,4,2025-05-24,969,3876,May,2025-05
6631,1741,116,4,2023-12-09,65125,260500,December,2023-12
6632,1202,105,5,2024-08-02,6465,32325,August,2024-08
6633,1212,128,5,2025-02-21,67635,338175,February,2025-02
6634,1006,120,3,2023-11-17,28893,86679,November,2023-11
6635,1624,124,5,2025-04-01,2947,14735,April,2025-04
6636,1376,127,4,2024-06-15,35973,143892,June,2024-06
6637,1891,130,2,2024-05-06,67003,134006,May,2024-05
6638,1447,127,1,2024-09-03,35973,35973,September,2024-09
6639,1835,126,3,2023-09-09,65925,197775,September,2023-09
6640,1106,107,2,2023-06-22,44331,88662,June,2023-06
6641,1651,105,1,2025-05-24,6465,6465,May,2025-05
6642,1811,123,1,2023-07-20,18631,18631,July,2023-07
6643,1401,128,1,2023-08-05,67635,67635,August,2023-08
6644,1096,134,2,2024-01-11,4090,8180,January,2024-01
6645,1388,115,3,2023-01-11,63155,189465,January,2023-01
6646,1959,132,3,2025-11-01,11594,34782,November,2025-11
6647,1452,126,1,2025-06-10,65925,65925,June,2025-06
6648,1849,131,2,2024-03-10,31751,63502,March,2024-03
6649,1809,119,1,2025-03-28,53907,53907,March,2025-03
6650,1979,109,5,2025-07-19,16223,81115,July,2025-07
6651,1901,129,3,2024-11-21,57086,171258,November,2024-11
6652,1416,104,4,2025-05-04,55086,220344,May,2025-05
6653,1726,103,1,2025-02-22,77020,77020,February,2025-02
6654,1504,129,5,2023-11-15,57086,285430,November,2023-11
6655,1454,111,3,2025-04-23,67421,202263,April,2025-04
6656,1291,133,2,2024-09-12,69292,138584,September,2024-09
6657,1534,111,3,2025-02-23,67421,202263,February,2025-02
6658,1193,127,2,2024-02-01,35973,71946,February,2024-02
6659,1980,133,2,2025-12-17,69292,138584,December,2025-12
6660,1150,121,1,2024-04-04,72132,72132,April,2024-04
6661,1880,131,1,2023-03-02,31751,31751,March,2023-03
6662,1759,102,3,2024-01-04,1060,3180,January,2024-01
6663,1779,127,5,2024-12-19,35973,179865,December,2024-12
6664,1973,136,3,2024-06-29,10827,32481,June,2024-06
6665,1763,111,4,2025-11-06,67421,269684,November,2025-11
6666,1515,118,2,2024-05-10,5511,11022,May,2024-05
6667,1393,101,2,2024-05-11,15995,31990,May,2024-05
6668,1316,135,1,2024-05-19,41806,41806,May,2024-05
6669,1076,135,5,2025-08-26,41806,209030,August,2025-08
6670,1599,131,1,2025-12-28,31751,31751,December,2025-12
6671,1270,128,4,2023-06-10,67635,270540,June,2023-06
6672,1225,101,3,2024-12-18,15995,47985,December,2024-12
6673,1530,125,3,2025-09-19,59350,178050,September,2025-09
6674,1113,120,5,2023-09-26,28893,144465,September,2023-09
6675,1251,103,1,2024-11-29,77020,77020,November,2024-11
6676,1233,102,1,2025-05-14,1060,1060,May,2025-05
6677,1841,118,4,2023-12-16,5511,22044,December,2023-12
6678,1791,110,3,2023-04-20,41290,123870,April,2023-04
6679,1714,105,1,2024-02-11,6465,6465,February,2024-02
6680,1083,109,5,2024-10-11,16223,81115,October,2024-10
6681,1125,102,3,2023-02-20,1060,3180,February,2023-02
6682,1175,134,4,2025-12-27,4090,16360,December,2025-12
6683,1069,131,5,2024-08-18,31751,158755,August,2024-08
6684,1047,110,2,2025-09-05,41290,82580,September,2025-09
6685,1884,112,4,2025-12-01,65020,260080,December,2025-12
6686,1256,136,5,2024-12-31,10827,54135,December,2024-12
6687,1727,121,1,2023-02-26,72132,72132,February,2023-02
6688,1030,106,2,2025-01-07,37394,74788,January,2025-01
6689,1281,103,4,2023-07-15,77020,308080,July,2023-07
6690,1924,110,1,2025-12-21,41290,41290,December,2025-12
6691,1994,105,2,2023-04-22,6465,12930,April,2023-04
6692,1237,126,3,2025-02-03,65925,197775,February,2025-02
6693,1248,121,1,2024-12-11,72132,72132,December,2024-12
6694,1368,126,5,2025-08-05,65925,329625,August,2025-08
6695,1495,126,4,2023-01-26,65925,263700,January,2023-01
6696,1025,108,2,2024-02-14,60463,120926,February,2024-02
6697,1586,105,1,2025-01-27,6465,6465,January,2025-01
6698,1718,115,3,2024-06-14,63155,189465,June,2024-06
6699,1490,116,4,2025-01-18,65125,260500,January,2025-01
6700,1494,101,4,2023-09-03,15995,63980,September,2023-09
6701,1314,116,1,2024-10-23,65125,65125,October,2024-10
6702,1606,103,3,2025-06-27,77020,231060,June,2025-06
6703,1375,131,2,2024-01-31,31751,63502,January,2024-01
6704,1639,113,1,2024-06-05,969,969,June,2024-06
6705,1937,116,2,2025-07-14,65125,130250,July,2025-07
6706,1025,121,4,2023-09-21,72132,288528,September,2023-09
6707,1334,102,2,2025-02-28,1060,2120,February,2025-02
6708,1355,127,3,2023-06-21,35973,107919,June,2023-06
6709,1116,126,5,2023-09-22,65925,329625,September,2023-09
6710,1048,125,3,2025-11-15,59350,178050,November,2025-11
6711,1738,111,2,2024-04-20,67421,134842,April,2024-04
6712,1778,108,1,2023-12-22,60463,60463,December,2023-12
6713,1099,108,4,2025-11-15,60463,241852,November,2025-11
6714,1459,133,5,2023-02-03,69292,346460,February,2023-02
6715,1523,107,1,2023-09-21,44331,44331,September,2023-09
6716,1597,121,1,2025-03-26,72132,72132,March,2025-03
6717,1405,108,3,2025-05-24,60463,181389,May,2025-05
6718,1214,121,2,2025-01-23,72132,144264,January,2025-01
6719,1685,120,3,2024-07-19,28893,86679,July,2024-07
6720,1903,108,2,2024-04-06,60463,120926,April,2024-04
6721,1503,131,3,2024-10-16,31751,95253,October,2024-10
6722,1721,129,1,2023-03-22,57086,57086,March,2023-03
6723,1448,109,4,2025-01-26,16223,64892,January,2025-01
6724,1894,115,2,2025-05-19,63155,126310,May,2025-05
6725,1576,130,5,2025-12-05,67003,335015,December,2025-12
6726,1258,126,5,2024-08-21,65925,329625,August,2024-08
6727,1844,110,1,2025-03-17,41290,41290,March,2025-03
6728,1121,129,3,2025-12-12,57086,171258,December,2025-12
6729,1810,116,3,2025-09-10,65125,195375,September,2025-09
6730,1978,136,1,2024-12-04,10827,10827,December,2024-12
6731,1054,120,5,2024-04-20,28893,144465,April,2024-04
6732,1331,122,5,2024-08-14,25858,129290,August,2024-08
6733,1784,107,3,2023-01-16,44331,132993,January,2023-01
6734,1241,123,2,2024-05-01,18631,37262,May,2024-05
6735,1755,129,4,2024-12-06,57086,228344,December,2024-12
6736,1530,116,2,2024-09-11,65125,130250,September,2024-09
6737,1483,128,5,2025-10-15,67635,338175,October,2025-10
6738,1187,131,2,2025-02-15,31751,63502,February,2025-02
6739,1858,114,4,2024-03-22,59935,239740,March,2024-03
6740,1656,133,2,2023-10-17,69292,138584,October,2023-10
6741,1262,109,2,2023-07-28,16223,32446,July,2023-07
6742,1953,127,2,2024-02-17,35973,71946,February,2024-02
6743,1364,124,2,2024-11-07,2947,5894,November,2024-11
6744,1491,113,1,2024-10-25,969,969,October,2024-10
6745,1431,126,5,2023-10-17,65925,329625,October,2023-10
6746,1239,129,4,2023-05-31,57086,228344,May,2023-05
6747,1304,128,5,2025-05-04,67635,338175,May,2025-05
6748,1298,128,1,2024-08-30,67635,67635,August,2024-08
6749,1076,108,1,2024-01-05,60463,60463,January,2024-01
6750,1700,123,1,2024-12-05,18631,18631,December,2024-12
6751,1333,129,1,2025-04-05,57086,57086,April,2025-04
6752,1900,105,2,2025-10-01,6465,12930,October,2025-10
6753,1999,107,5,2024-01-12,44331,221655,January,2024-01
6754,1758,136,3,2025-08-30,10827,32481,August,2025-08
6755,1642,127,4,2023-04-28,35973,143892,April,2023-04
6756,1474,102,1,2025-10-25,1060,1060,October,2025-10
6757,1827,125,5,2024-03-19,59350,296750,March,2024-03
6758,1923,109,1,2025-01-24,16223,16223,January,2025-01
6759,1283,127,1,2024-10-01,35973,35973,October,2024-10
6760,1591,101,1,2023-05-04,15995,15995,May,2023-05
6761,1072,123,1,2024-10-19,18631,18631,October,2024-10
6762,1263,110,1,2025-04-01,41290,41290,April,2025-04
6763,1703,125,4,2024-10-25,59350,237400,October,2024-10
6764,1879,103,5,2023-12-26,77020,385100,December,2023-12
6765,1887,106,1,2024-09-14,37394,37394,September,2024-09
6766,1942,106,1,2025-12-16,37394,37394,December,2025-12
6767,1575,102,1,2025-07-07,1060,1060,July,2025-07
6768,2000,118,1,2024-03-27,5511,5511,March,2024-03
6769,1892,123,2,2023-04-30,18631,37262,April,2023-04
6770,1012,102,2,2024-08-04,1060,2120,August,2024-08
6771,1141,112,3,2023-04-09,65020,195060,April,2023-04
6772,1766,122,1,2024-05-28,25858,25858,May,2024-05
6773,1555,120,3,2024-10-25,28893,86679,October,2024-10
6774,1017,124,4,2024-02-05,2947,11788,February,2024-02
6775,1063,120,3,2023-12-31,28893,86679,December,2023-12
6776,1253,101,5,2024-08-03,15995,79975,August,2024-08
6777,1465,101,2,2024-09-12,15995,31990,September,2024-09
6778,1376,117,2,2025-04-07,68169,136338,April,2025-04
6779,1804,101,1,2023-09-04,15995,15995,September,2023-09
6780,1981,130,1,2024-03-09,67003,67003,March,2024-03
6781,1520,103,4,2024-09-06,77020,308080,September,2024-09
6782,1837,111,4,2025-07-31,67421,269684,July,2025-07
6783,1090,124,5,2025-08-20,2947,14735,August,2025-08
6784,1720,122,1,2024-09-15,25858,25858,September,2024-09
6785,1804,126,1,2023-11-17,65925,65925,November,2023-11
6786,1796,113,4,2025-05-05,969,3876,May,2025-05
6787,1630,101,4,2023-03-03,15995,63980,March,2023-03
6788,1861,124,4,2023-10-27,2947,11788,October,2023-10
6789,1175,110,2,2024-02-07,41290,82580,February,2024-02
6790,1076,135,3,2025-08-12,41806,125418,August,2025-08
6791,1613,124,3,2023-09-10,2947,8841,September,2023-09
6792,1926,128,1,2024-04-22,67635,67635,April,2024-04
6793,1663,136,2,2023-06-09,10827,21654,June,2023-06
6794,1400,116,4,2025-08-18,65125,260500,August,2025-08
6795,1782,116,1,2023-07-24,65125,65125,July,2023-07
6796,1970,117,2,2025-05-07,68169,136338,May,2025-05
6797,1071,115,5,2025-01-29,63155,315775,January,2025-01
6798,1180,116,2,2024-12-21,65125,130250,December,2024-12
6799,1124,115,1,2025-11-06,63155,63155,November,2025-11
6800,1381,134,3,2023-03-09,4090,12270,March,2023-03
6801,1293,111,4,2023-05-13,67421,269684,May,2023-05
6802,1797,101,5,2025-07-07,15995,79975,July,2025-07
6803,1195,115,2,2024-03-05,63155,126310,March,2024-03
6804,1911,126,1,2023-11-04,65925,65925,November,2023-11
6805,1228,104,1,2024-10-11,55086,55086,October,2024-10
6806,1431,105,4,2024-02-16,6465,25860,February,2024-02
6807,1942,135,1,2023-04-07,41806,41806,April,2023-04
6808,1436,113,1,2025-11-16,969,969,November,2025-11
6809,1787,110,4,2025-12-19,41290,165160,December,2025-12
6810,1461,111,5,2023-07-21,67421,337105,July,2023-07
6811,1618,118,3,2025-01-31,5511,16533,January,2025-01
6812,1021,134,3,2025-05-23,4090,12270,May,2025-05
6813,1064,123,2,2024-08-03,18631,37262,August,2024-08
6814,1165,107,5,2024-01-05,44331,221655,January,2024-01
6815,1027,103,2,2024-06-16,77020,154040,June,2024-06
6816,1311,112,3,2025-06-17,65020,195060,June,2025-06
6817,1285,107,4,2024-08-29,44331,177324,August,2024-08
6818,1660,126,1,2025-05-22,65925,65925,May,2025-05
6819,1281,133,3,2025-02-08,69292,207876,February,2025-02
6820,1838,115,5,2025-04-13,63155,315775,April,2025-04
6821,1831,102,3,2025-09-25,1060,3180,September,2025-09
6822,1164,107,5,2025-07-26,44331,221655,July,2025-07
6823,1898,132,5,2023-08-24,11594,57970,August,2023-08
6824,1918,104,5,2023-06-11,55086,275430,June,2023-06
6825,1224,120,2,2024-07-07,28893,57786,July,2024-07
6826,1784,136,4,2025-02-26,10827,43308,February,2025-02
6827,1146,132,3,2025-12-27,11594,34782,December,2025-12
6828,1965,128,4,2024-07-12,67635,270540,July,2024-07
6829,1950,113,1,2023-09-18,969,969,September,2023-09
6830,1868,101,3,2023-08-05,15995,47985,August,2023-08
6831,1030,135,4,2025-03-15,41806,167224,March,2025-03
6832,1045,130,4,2023-07-20,67003,268012,July,2023-07
6833,1787,136,1,2024-02-06,10827,10827,February,2024-02
6834,1471,125,5,2023-10-02,59350,296750,October,2023-10
6835,1034,116,3,2023-07-25,65125,195375,July,2023-07
6836,1653,119,3,2025-11-29,53907,161721,November,2025-11
6837,1427,101,1,2025-05-16,15995,15995,May,2025-05
6838,1830,105,5,2023-04-03,6465,32325,April,2023-04
6839,1886,122,3,2025-12-01,25858,77574,December,2025-12
6840,1221,124,3,2024-01-14,2947,8841,January,2024-01
6841,1868,136,3,2023-03-06,10827,32481,March,2023-03
6842,1534,136,5,2023-12-31,10827,54135,December,2023-12
6843,1692,104,1,2025-03-31,55086,55086,March,2025-03
6844,1948,136,3,2025-11-13,10827,32481,November,2025-11
6845,1367,118,4,2024-06-23,5511,22044,June,2024-06
6846,1932,116,5,2025-12-21,65125,325625,December,2025-12
6847,1841,118,2,2024-05-05,5511,11022,May,2024-05
6848,1743,122,1,2023-08-17,25858,25858,August,2023-08
6849,1915,102,4,2025-11-09,1060,4240,November,2025-11
6850,1550,121,3,2023-01-03,72132,216396,January,2023-01
6851,1582,136,2,2025-06-29,10827,21654,June,2025-06
6852,1116,129,1,2023-11-03,57086,57086,November,2023-11
6853,1239,126,5,2024-03-07,65925,329625,March,2024-03
6854,1335,121,2,2023-05-16,72132,144264,May,2023-05
6855,1441,117,2,2024-05-29,68169,136338,May,2024-05
6856,1148,116,4,2023-07-12,65125,260500,July,2023-07
6857,1009,131,1,2025-05-22,31751,31751,May,2025-05
6858,1288,109,4,2024-10-27,16223,64892,October,2024-10
6859,1388,131,4,2023-07-28,31751,127004,July,2023-07
